"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad de inicio de sesión","Inicio de sesión exitoso con credenciales válidas","SUCCESS","2025-09-24T16:32:56.2545153-05:00[America/Bogota]","0.0","5.29"
