"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad de inicio de sesión","Fallo en el inicio de sesión con credenciales inválidas","SUCCESS","2025-09-26T08:01:02.2916143-05:00[America/Bogota]","0.0","3.3"
"Funcionalidad de inicio de sesión","Fallo en el inicio de sesión con credenciales inválidas","SUCCESS","2025-09-26T08:01:02.5561592-05:00[America/Bogota]","0.0","3.7"
